caseid,Age_group,Sex,Province,Household_size,Find_job,Further_schooling,Morejob,Activity,Media,Stress
14887,15 to 24,Male,British Columbia,Two household members,notask,No,None,No time,Sometime,1
14888,55 to 64,Male,Quebec,Three household members,notask,Yes,None,No time,Sometime,0
14889,35 to 44,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14890,35 to 44,Female,Manitoba,Six household members or more,notask,Yes,None,No time,Sometime,0
14891,35 to 44,Male,Manitoba,Six household members or more,notask,Yes,None,Sometime,Sometime,1
14892,55 to 64,Female,Manitoba,Two household members,notask,No,None,Sometime,Sometime,0
14893,15 to 24,Male,Newfoundland and Labrador,Six household members or more,notask,No,None,Sometime,Sometime,1
14894,45 to 54,Female,Quebec,One household member,notask,Yes,None,No time,Sometime,1
14895,45 to 54,Female,Ontario,Four household members,notask,No,None,No time,Sometime,1
14896,15 to 24,Male,Quebec,Three household members,notask,No,None,Sometime,Sometime,0
14897,65 to 74,Male,Ontario,Two household members,notask,No,None,No time,Sometime,0
14898,45 to 54,Female,Ontario,Five household members,notask,Yes,None,No time,No time,1
14899,55 to 64,Male,Newfoundland and Labrador,Two household members,asked,No,None,Sometime,Sometime,1
14900,65 to 74,Male,New Brunswick,Two household members,notask,Yes,None,No time,Sometime,0
14901,75 years and over,Male,Saskatchewan,One household member,notask,No,None,No time,Sometime,0
14902,45 to 54,Female,British Columbia,Four household members,notask,Yes,None,Sometime,Sometime,1
14903,65 to 74,Male,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
14904,55 to 64,Male,Manitoba,Two household members,asked,No,None,No time,Sometime,0
14905,35 to 44,Male,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14906,65 to 74,Female,Ontario,Two household members,notask,No,None,No time,Sometime,0
14907,45 to 54,Male,Quebec,Five household members,notask,No,None,Sometime,Sometime,1
14908,25 to 34,Female,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,1
14909,75 years and over,Female,Nova Scotia,One household member,notask,Yes,None,No time,Sometime,0
14910,15 to 24,Male,British Columbia,Four household members,asked,No,None,Sometime,Sometime,1
14911,75 years and over,Female,Saskatchewan,One household member,notask,No,None,Sometime,Sometime,0
14912,75 years and over,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,0
14913,35 to 44,Female,British Columbia,Two household members,notask,Yes,Yes,No time,Sometime,1
14914,55 to 64,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
14915,75 years and over,Female,Ontario,Two household members,notask,No,None,No time,Sometime,0
14916,55 to 64,Male,Quebec,One household member,notask,Yes,None,No time,Sometime,1
14917,55 to 64,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
14918,25 to 34,Female,Alberta,Five household members,notask,Yes,Yes,No time,Sometime,0
14919,15 to 24,Male,Ontario,Four household members,notask,Yes,None,Sometime,No time,0
14920,45 to 54,Female,Ontario,Three household members,notask,Yes,Yes,No time,Sometime,0
14921,45 to 54,Male,Quebec,Three household members,asked,No,None,No time,Sometime,1
14922,25 to 34,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
14923,35 to 44,Male,British Columbia,Four household members,notask,Yes,None,Sometime,Sometime,1
14924,65 to 74,Female,Ontario,Two household members,notask,Yes,None,No time,No time,0
14925,15 to 24,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14926,55 to 64,Male,Ontario,Two household members,notask,Yes,None,Sometime,No time,0
14927,15 to 24,Female,Prince Edward Island,Four household members,notask,No,None,Sometime,Sometime,0
14928,55 to 64,Male,New Brunswick,Two household members,notask,No,None,Sometime,Sometime,1
14929,15 to 24,Female,British Columbia,Four household members,notask,No,None,No time,No time,1
14930,65 to 74,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
14931,55 to 64,Male,Ontario,Two household members,notask,No,None,No time,Sometime,1
14932,75 years and over,Male,Saskatchewan,One household member,notask,No,None,No time,Sometime,0
14933,55 to 64,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
14934,45 to 54,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14935,35 to 44,Male,Ontario,Three household members,notask,Yes,None,Sometime,No time,1
14937,35 to 44,Male,Saskatchewan,Four household members,notask,No,None,Sometime,Sometime,0
14938,35 to 44,Male,Manitoba,One household member,notask,Yes,Yes,No time,Sometime,1
14939,25 to 34,Male,British Columbia,One household member,notask,Yes,None,No time,No time,1
14940,15 to 24,Male,Ontario,Four household members,notask,No,None,Sometime,Sometime,0
14941,35 to 44,Male,Ontario,Four household members,notask,Yes,None,Sometime,No time,1
14942,25 to 34,Female,Newfoundland and Labrador,Four household members,notask,Yes,None,Sometime,Sometime,1
14943,45 to 54,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,1
14944,55 to 64,Female,Manitoba,One household member,notask,No,None,Sometime,Sometime,1
14945,45 to 54,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,1
14946,45 to 54,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14947,55 to 64,Female,Manitoba,Two household members,notask,Yes,None,Sometime,Sometime,0
14948,75 years and over,Female,British Columbia,Two household members,notask,No,None,No time,Sometime,0
14949,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14950,25 to 34,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14951,15 to 24,Male,Ontario,Three household members,notask,No,None,Sometime,Sometime,1
14952,45 to 54,Male,Ontario,Three household members,notask,No,Yes,Sometime,Sometime,0
14953,15 to 24,Female,Newfoundland and Labrador,Four household members,notask,Yes,None,Sometime,Sometime,1
14954,25 to 34,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,0
14955,45 to 54,Female,Ontario,Five household members,notask,Yes,None,Sometime,No time,1
14956,45 to 54,Male,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
14957,65 to 74,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
14958,15 to 24,Male,British Columbia,Three household members,notask,No,None,Sometime,Sometime,1
14959,65 to 74,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
14960,35 to 44,Male,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14961,65 to 74,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
14962,65 to 74,Female,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
14963,45 to 54,Female,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,1
14964,25 to 34,Female,Alberta,Four household members,notask,Yes,None,Sometime,Sometime,1
14965,75 years and over,Female,Alberta,One household member,notask,No,None,No time,Sometime,1
14966,65 to 74,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14967,15 to 24,Male,Quebec,Four household members,notask,Yes,None,Sometime,No time,1
14968,25 to 34,Male,Saskatchewan,One household member,asked,Yes,None,No time,Sometime,0
14969,35 to 44,Female,Quebec,Three household members,notask,Yes,None,No time,Sometime,1
14970,45 to 54,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,0
14971,75 years and over,Female,Saskatchewan,One household member,notask,Yes,None,Sometime,Sometime,0
14972,45 to 54,Female,New Brunswick,Two household members,notask,No,None,Sometime,No time,1
14973,15 to 24,Male,Ontario,Three household members,asked,Yes,None,Sometime,Sometime,1
14974,55 to 64,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,1
14975,15 to 24,Female,Ontario,Two household members,notask,Yes,None,No time,No time,1
14976,35 to 44,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,0
14977,65 to 74,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
14978,55 to 64,Male,Ontario,Three household members,notask,No,None,No time,Sometime,0
14979,35 to 44,Male,New Brunswick,Four household members,notask,Yes,None,Sometime,Sometime,1
14980,25 to 34,Female,Alberta,Four household members,notask,No,None,No time,Sometime,0
14982,35 to 44,Male,Quebec,Two household members,notask,Yes,None,No time,No time,0
14983,45 to 54,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
14984,75 years and over,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
14985,35 to 44,Female,Quebec,Five household members,notask,Yes,None,Sometime,Sometime,1
14986,65 to 74,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
14987,25 to 34,Male,Alberta,One household member,notask,Yes,None,No time,No time,1
14988,45 to 54,Male,Saskatchewan,Two household members,notask,No,None,No time,Sometime,1
14990,45 to 54,Male,Manitoba,Three household members,notask,Yes,None,Sometime,Sometime,0
14991,65 to 74,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
14992,75 years and over,Female,Quebec,One household member,notask,Yes,None,No time,Sometime,1
14993,65 to 74,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,0
14994,75 years and over,Female,Quebec,One household member,notask,No,None,No time,Sometime,0
14995,55 to 64,Male,British Columbia,Two household members,notask,Yes,None,No time,Sometime,1
14996,35 to 44,Male,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,0
14997,55 to 64,Female,Ontario,One household member,asked,Yes,None,Sometime,Sometime,1
14998,45 to 54,Female,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,1
14999,35 to 44,Female,Newfoundland and Labrador,Four household members,notask,Yes,None,Sometime,Sometime,1
15000,35 to 44,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
15001,45 to 54,Male,British Columbia,Four household members,notask,Yes,None,Sometime,No time,1
15002,35 to 44,Male,British Columbia,Four household members,notask,Yes,None,Sometime,Sometime,1
15003,45 to 54,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
15004,15 to 24,Male,Ontario,Four household members,notask,No,None,No time,Sometime,1
15005,45 to 54,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
15006,35 to 44,Male,Ontario,Three household members,notask,Yes,None,No time,Sometime,0
15007,15 to 24,Female,Alberta,Four household members,notask,No,None,No time,No time,1
15009,35 to 44,Male,Newfoundland and Labrador,Three household members,notask,No,None,No time,Sometime,0
15010,25 to 34,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
15011,25 to 34,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
15013,25 to 34,Male,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,1
15014,55 to 64,Female,Prince Edward Island,Four household members,notask,Yes,None,Sometime,Sometime,0
15015,25 to 34,Female,Prince Edward Island,Three household members,notask,Yes,None,Sometime,Sometime,1
15016,65 to 74,Female,Manitoba,Two household members,notask,No,None,Sometime,No time,0
15017,45 to 54,Female,British Columbia,One household member,asked,No,None,No time,Sometime,0
15018,55 to 64,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,0
15019,45 to 54,Male,New Brunswick,Two household members,notask,No,None,Sometime,Sometime,1
15020,35 to 44,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
15021,15 to 24,Female,Ontario,Three household members,notask,No,None,No time,Sometime,1
15022,75 years and over,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
15023,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
15024,55 to 64,Male,Ontario,Three household members,notask,No,None,No time,Sometime,0
15025,25 to 34,Female,Ontario,Three household members,notask,Yes,Yes,No time,No time,0
15026,35 to 44,Female,Quebec,One household member,notask,Yes,None,Sometime,Sometime,0
15027,55 to 64,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
15028,65 to 74,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
15029,65 to 74,Male,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
15030,15 to 24,Male,Alberta,Two household members,notask,Yes,Yes,No time,Sometime,1
15031,45 to 54,Male,British Columbia,Three household members,notask,No,None,No time,Sometime,0
15032,25 to 34,Female,British Columbia,Four household members,notask,Yes,None,Sometime,Sometime,0
15033,65 to 74,Male,British Columbia,One household member,notask,Yes,None,No time,Sometime,0
15034,35 to 44,Male,Quebec,Five household members,notask,Yes,None,No time,Sometime,0
15035,15 to 24,Male,Quebec,Three household members,notask,Yes,None,No time,Sometime,0
15036,65 to 74,Female,Saskatchewan,Two household members,notask,Yes,None,Sometime,Sometime,0
15037,35 to 44,Female,Quebec,Four household members,notask,Yes,None,Sometime,Sometime,1
15038,25 to 34,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,0
15039,45 to 54,Female,Ontario,Two household members,notask,Yes,Yes,Sometime,Sometime,1
15040,35 to 44,Male,Nova Scotia,Three household members,notask,Yes,None,No time,Sometime,1
15041,45 to 54,Male,Ontario,Two household members,notask,No,None,Sometime,No time,0
15042,55 to 64,Female,New Brunswick,Two household members,notask,Yes,Yes,No time,Sometime,1
15043,55 to 64,Female,New Brunswick,Three household members,notask,No,None,Sometime,Sometime,1
15044,35 to 44,Male,Saskatchewan,Five household members,notask,Yes,Yes,No time,Sometime,1
15045,35 to 44,Male,British Columbia,Three household members,notask,Yes,None,No time,Sometime,1
15046,25 to 34,Female,British Columbia,Four household members,notask,Yes,None,No time,Sometime,1
15047,15 to 24,Female,Ontario,Two household members,asked,No,None,No time,Sometime,1
15048,55 to 64,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,0
15049,45 to 54,Female,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,1
15050,15 to 24,Male,British Columbia,Five household members,notask,Yes,None,Sometime,Sometime,0
15051,35 to 44,Male,Quebec,Four household members,notask,Yes,None,Sometime,Sometime,0
15052,45 to 54,Male,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,1
15053,55 to 64,Female,Ontario,Five household members,notask,Yes,None,No time,Sometime,1
15054,35 to 44,Female,Manitoba,Four household members,notask,Yes,None,No time,Sometime,0
15055,45 to 54,Male,Nova Scotia,Two household members,notask,No,None,Sometime,Sometime,0
15056,15 to 24,Male,British Columbia,Four household members,asked,No,None,Sometime,Sometime,0
